Make,,Make_Year,CC,Assembly,Registered City,Transmission,,Price,Categories
Toyota,,2013,2500,Local,Lahore,Automatic,,4800000,20-25 lac
Suzuki,,2005,800,Local,Lahore,Manual,,430000,25-50 lac
Honda,,2017,1800,Local,Faisalabad,Automatic,,3440000,under 5 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2550000,25-50 lac
Toyota,,2018,1600,Local,Karachi,Automatic,,3335000,25-50 lac
Toyota,,2012,1800,Imported,Karachi,Automatic,,2675000,25-50 lac
Nissan,,2014,660,Imported,Un-Registered,Automatic,,1650000,25-50 lac
Toyota,,2017,2700,Imported,Karachi,Automatic,,24000000,15-20 lac
Toyota,,2010,1800,Imported,Lahore,Automatic,,2425000,FALSE
Honda,,2014,1500,Imported,Lahore,Automatic,,3675000,20-25 lac
Toyota,,2018,2800,Local,Islamabad,Automatic,,9350000,25-50 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3775000,50-100 lac
Honda,,2015,1500,Imported,Islamabad,Automatic,,3450000,25-50 lac
Toyota,,2005,3000,Local,Karachi,Automatic,,3000000,25-50 lac
Toyota,,2015,4600,Imported,Un-Registered,Automatic,,30000000,25-50 lac
Toyota,,2018,1600,Local,Islamabad,Automatic,,3425000,FALSE
Daihatsu,,2017,660,Imported,Un-Registered,Automatic,,2000000,25-50 lac
Toyota,,2007,1500,Imported,Lahore,Automatic,,2250000,15-20 lac
Toyota,,2016,1600,Local,Lahore,Automatic,,2650000,20-25 lac
Toyota,,2007,1800,Local,Islamabad,Automatic,,1495000,25-50 lac
Toyota,,2014,1800,Imported,Islamabad,Automatic,,3250000,10-15 lac
Honda,,2014,1500,Imported,Un-Registered,Automatic,,4400000,25-50 lac
Toyota,,2014,1300,Local,Lahore,Manual,,1850000,25-50 lac
Hyundai,,2021,2000,Local,Un-Registered,Automatic,,5695000,15-20 lac
Honda,,2014,1500,Local,Lahore,Manual,,2085000,50-100 lac
Honda,,2017,1500,Local,Lahore,Automatic,,2750000,20-25 lac
Suzuki,,1997,800,Local,Karachi,Manual,,230000,25-50 lac
Toyota,,2020,2800,Local,Lahore,Automatic,,7900000,under 5 lac
Toyota,,2005,1000,Imported,Lahore,Automatic,,1350000,50-100 lac
Honda,,2015,660,Imported,Lahore,Automatic,,1695000,10-15 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3150000,15-20 lac
Honda,,2018,1500,Local,Islamabad,Automatic,,3050000,25-50 lac
Toyota,,2002,1900,Local,Lahore,Manual,,1100000,25-50 lac
Toyota,,1993,4500,Imported,Lower Dir,Automatic,,2950000,10-15 lac
Toyota,,2016,1300,Local,Lahore,Automatic,,2750000,25-50 lac
Toyota,,2016,1300,Local,Karachi,Manual,,2260000,25-50 lac
Honda,,2017,1800,Local,Karachi,Automatic,,3600000,20-25 lac
Toyota,,2018,1000,Imported,Karachi,Automatic,,2525000,25-50 lac
Toyota,,2018,1300,Local,Faisalabad,Manual,,2950000,25-50 lac
Daihatsu,,2017,660,Imported,Karachi,Automatic,,2150000,25-50 lac
KIA,,2020,2000,Local,Islamabad,Automatic,,5625000,20-25 lac
Toyota,,2017,2700,Imported,Faisalabad,Automatic,,25700000,50-100 lac
Toyota,,2018,1500,Imported,Un-Registered,Automatic,,3399000,FALSE
Toyota,,2015,1500,Imported,Lahore,Automatic,,3750000,25-50 lac
Suzuki,,2006,800,Local,Karachi,Manual,,380000,25-50 lac
Toyota,,2012,4600,Imported,Islamabad,Automatic,,21000000,under 5 lac
Toyota,,2017,1300,Local,Karachi,Manual,,2680000,FALSE
Toyota,,2014,1500,Imported,Karachi,Automatic,,2375000,25-50 lac
Suzuki,,2019,660,Local,Multan,Manual,,1290000,20-25 lac
Toyota,,2009,2700,Imported,Islamabad,Automatic,,11400000,10-15 lac
Toyota,,2018,1600,Local,Lahore,Automatic,,3485000,FALSE
Nissan,,2007,1500,Imported,Lahore,Automatic,,1650000,25-50 lac
Honda,,2009,1300,Local,Lahore,Manual,,1650000,15-20 lac
Toyota,,2002,1000,Imported,Karachi,Automatic,,1250000,15-20 lac
Toyota,,2013,1000,Local,Islamabad,Automatic,,1780000,10-15 lac
Honda,,2014,1500,Local,Lahore,Manual,,2085000,15-20 lac
Toyota,,2020,1300,Local,Lahore,Manual,,2850000,20-25 lac
Toyota,,2014,1800,Local,Karachi,Automatic,,2700000,25-50 lac
Honda,,2018,1300,Local,Lahore,Manual,,2375000,25-50 lac
Suzuki,,2006,1300,Local,Rawalpindi,Manual,,845000,20-25 lac
Honda,,2005,1300,Local,Islamabad,Manual,,1155000,5-10 lac
Toyota,,2017,1300,Local,Lahore,Automatic,,2750000,10-15 lac
United,,2019,800,Local,Lahore,Manual,,860000,25-50 lac
Toyota,,2016,1300,Local,Abdul Hakeem,Manual,,2450000,5-10 lac
Honda,,2014,1300,Local,Lahore,Manual,,1947000,20-25 lac
Honda,,2011,1800,Local,Lahore,Manual,,1925000,15-20 lac
Suzuki,,2005,1300,Imported,Lahore,Automatic,,1950000,15-20 lac
Toyota,,2013,1300,Local,Lahore,Manual,,2035000,15-20 lac
Suzuki,,2007,1000,Local,Lahore,Manual,,750000,20-25 lac
United,,2019,800,Local,Lahore,Manual,,825000,5-10 lac
Suzuki,,2005,1000,Imported,Karachi,Manual,,485000,5-10 lac
Suzuki,,2020,1000,Local,Lahore,Manual,,2130000,under 5 lac
Suzuki,,2012,1300,Local,Lahore,Manual,,1325000,20-25 lac
Honda,,2005,1300,Local,Islamabad,Manual,,1150000,10-15 lac
Toyota,,2014,1300,Local,Karachi,Manual,,2175000,10-15 lac
Toyota,,2008,1500,Imported,Lahore,Automatic,,3225000,20-25 lac
Suzuki,,2021,660,Local,Un-Registered,Manual,,1500000,25-50 lac
Toyota,,2012,4600,Imported,Islamabad,Automatic,,24500000,10-15 lac
Toyota,,2015,1000,Imported,Karachi,Automatic,,1690000,FALSE
Toyota,,2005,2800,Local,Mirpur A.K.,Manual,,2600000,15-20 lac
Toyota,,2017,1800,Local,Lahore,Automatic,,3250000,25-50 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3900000,25-50 lac
Honda,,2007,1800,Local,Karachi,Automatic,,1480000,25-50 lac
Honda,,2015,1800,Local,Islamabad,Automatic,,2800000,10-15 lac
Daihatsu,,2013,660,Imported,Lahore,Automatic,,1375000,25-50 lac
Toyota,,2019,1300,Local,Karachi,Automatic,,3150000,10-15 lac
Honda,,2021,1800,Local,Un-Registered,Automatic,,4425000,25-50 lac
Prince,,2020,800,Local,Karachi,Manual,,1150000,25-50 lac
Audi,,2017,1200,Local,Islamabad,Automatic,,5600000,10-15 lac
Daihatsu,,2007,800,Local,Karachi,Manual,,720000,50-100 lac
Honda,,2015,1800,Local,Lahore,Automatic,,2750000,5-10 lac
Mitsubishi,,2016,660,Imported,Karachi,Automatic,,850000,25-50 lac
Suzuki,,2005,1000,Local,Lahore,Manual,,590000,5-10 lac
Mitsubishi,,1993,3500,Imported,Lahore,Automatic,,1650000,5-10 lac
Toyota,,2018,1600,Local,Islamabad,Automatic,,3390000,15-20 lac
Suzuki,,2013,1300,Local,Lahore,Manual,,1380000,25-50 lac
Toyota,,1995,1600,Local,Islamabad,Manual,,1450000,10-15 lac
Toyota,,2010,1300,Local,Lahore,Manual,,1650000,10-15 lac
Honda,,2020,1300,Local,Lahore,Manual,,2575000,15-20 lac
Honda,,2015,1500,Imported,Islamabad,Automatic,,2675000,25-50 lac
Daihatsu,,2014,660,Imported,Karachi,Automatic,,1225000,25-50 lac
Suzuki,,2007,1000,Local,Karachi,Manual,,600000,10-15 lac
Toyota,,2017,1600,Local,Karachi,Automatic,,2850000,5-10 lac
Toyota,,2007,1300,Imported,Un-Registered,Automatic,,1950000,25-50 lac
Honda,,2014,1500,Imported,Islamabad,Automatic,,2975000,15-20 lac
Toyota,,2015,1800,Local,Islamabad,Automatic,,3600000,25-50 lac
Suzuki,,2008,1000,Local,Lahore,Manual,,600000,25-50 lac
Toyota,,2018,1000,Imported,Karachi,Automatic,,2650000,5-10 lac
Toyota,,2016,1300,Local,Karachi,Automatic,,2690000,25-50 lac
Honda,,2014,660,Imported,Lahore,Automatic,,1665000,25-50 lac
Honda,,2019,1500,Imported,Un-Registered,Automatic,,5650000,15-20 lac
Daihatsu,,2011,1500,Imported,Islamabad,Automatic,,2900000,50-100 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2635000,25-50 lac
Toyota,,2017,2700,Local,Lahore,Automatic,,8300000,25-50 lac
Daihatsu,,2000,800,Local,Lahore,Manual,,490000,50-100 lac
Toyota,,2015,2700,Imported,Un-Registered,Automatic,,17500000,under 5 lac
Honda,,2014,1800,Local,Lahore,Automatic,,2650000,FALSE
Toyota,,2014,1000,Imported,Lahore,Automatic,,2200000,25-50 lac
Toyota,,2021,1800,Local,Un-Registered,Automatic,,4450000,20-25 lac
Honda,,2019,1300,Local,Lahore,Automatic,,2700000,25-50 lac
Toyota,,2019,1600,Local,Lahore,Automatic,,3490000,25-50 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,23500000,25-50 lac
Toyota,,2020,1500,Local,Lahore,Automatic,,625000,FALSE
Suzuki,,2017,800,Local,Lahore,Manual,,875000,5-10 lac
Toyota,,2020,1300,Local,Multan,Manual,,3290000,5-10 lac
Suzuki,,2006,800,Local,Rawalpindi,Manual,,495000,25-50 lac
Toyota,,2015,2500,Local,Lahore,Automatic,,5700000,under 5 lac
Suzuki,,2008,1000,Local,Lahore,Manual,,730000,50-100 lac
Mercedes,,2013,2000,Imported,Lahore,Automatic,,8800000,5-10 lac
Suzuki,,2004,1000,Local,Rawalpindi,Manual,,520000,50-100 lac
Honda,,2003,1500,Local,Lahore,Manual,,1145000,5-10 lac
Toyota,,2003,1800,Local,Islamabad,Automatic,,2390000,10-15 lac
Honda,,2016,1500,Imported,Lahore,Automatic,,3800000,20-25 lac
Honda,,2016,1300,Local,Islamabad,Manual,,2345000,25-50 lac
Daihatsu,,2006,1300,Imported,Lahore,Automatic,,1395000,20-25 lac
Toyota,,2015,1800,Imported,Islamabad,Automatic,,3480000,10-15 lac
Toyota,,2017,1000,Imported,Lahore,Automatic,,2590000,25-50 lac
Toyota,,2003,2700,Imported,Karachi,Automatic,,5200000,25-50 lac
Toyota,,2015,1500,Imported,Un-Registered,Automatic,,2700000,50-100 lac
Toyota,,2007,1300,Imported,Islamabad,Automatic,,1300000,25-50 lac
Suzuki,,2006,800,Local,Abottabad,Manual,,475000,10-15 lac
Toyota,,2017,3000,Local,Islamabad,Automatic,,6700000,under 5 lac
Honda,,2004,1600,Local,Faisalabad,Manual,,1200000,50-100 lac
Suzuki,,2006,800,Local,Karachi,Manual,,480000,10-15 lac
Honda,,1997,1300,Local,Lahore,Manual,,690000,under 5 lac
Toyota,,2005,1800,Local,Islamabad,Automatic,,1550000,5-10 lac
Toyota,,2021,1300,Local,Lahore,Manual,,2850000,15-20 lac
Toyota,,2016,4600,Imported,Un-Registered,Automatic,,31000000,25-50 lac
Toyota,,2015,1500,Imported,Islamabad,Automatic,,2700000,FALSE
Suzuki,,2017,800,Local,Faisalabad,Manual,,695000,25-50 lac
Mercedes,,2002,1700,Imported,Karachi,Automatic,,2400000,5-10 lac
Suzuki,,2018,1300,Local,Lahore,Manual,,1785000,20-25 lac
Suzuki,,2006,1300,Local,Karachi,Manual,,250000,15-20 lac
Daihatsu,,2008,800,Local,Lahore,Automatic,,850000,under 5 lac
Toyota,,2007,1000,Imported,Lahore,Automatic,,1395000,5-10 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2600000,10-15 lac
Toyota,,2016,1800,Local,Islamabad,Automatic,,3200000,25-50 lac
Toyota,,2003,2700,Imported,Islamabad,Automatic,,5775000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2475000,50-100 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,5500000,20-25 lac
Toyota,,2014,2500,Imported,Karachi,Automatic,,4500000,50-100 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2650000,25-50 lac
KIA,,2021,2000,Local,Lahore,Automatic,,2750000,25-50 lac
Honda,,2017,1800,Local,Karachi,Automatic,,3600000,25-50 lac
Honda,,2021,2000,Local,Lahore,Automatic,,2125000,25-50 lac
Suzuki,,2009,800,Local,Faisalabad,Manual,,700000,20-25 lac
Toyota,,2021,1500,Local,Un-Registered,Automatic,,3133000,5-10 lac
Toyota,,2019,1300,Local,Islamabad,Automatic,,3355000,25-50 lac
Toyota,,2014,2700,Local,Karachi,Automatic,,5800000,25-50 lac
Toyota,,2016,1800,Local,Karachi,Automatic,,3100000,50-100 lac
Honda,,2008,1800,Local,Lahore,Automatic,,1690000,25-50 lac
Honda,,2004,1300,Local,Lahore,Manual,,960000,15-20 lac
Honda,,2017,1500,Imported,Lahore,Automatic,,4600000,5-10 lac
Toyota,,2010,1300,Local,Islamabad,Manual,,1695000,25-50 lac
Suzuki,,2017,1000,Local,Islamabad,Manual,,1760000,15-20 lac
Honda,,2003,1600,Local,Lahore,Manual,,1090000,15-20 lac
Toyota,,2002,3000,Local,Islamabad,Manual,,1650000,10-15 lac
Daihatsu,,2015,660,Imported,Lahore,Automatic,,1775000,15-20 lac
Honda,,2013,1800,Local,Lahore,Manual,,2125000,15-20 lac
Toyota,,2012,2700,Imported,Islamabad,Automatic,,17000000,20-25 lac
Toyota,,2005,3000,Local,Lahore,Automatic,,2500000,FALSE
Changan,,2021,1000,Local,Islamabad,Manual,,328000,20-25 lac
Toyota,,2013,4000,Imported,Islamabad,Automatic,,17500000,under 5 lac
Honda,,2011,1800,Local,Islamabad,Automatic,,2700000,FALSE
Toyota,,2016,1500,Imported,Islamabad,Automatic,,2599000,25-50 lac
Hyundai,,2020,2000,Local,Un-Registered,Automatic,,5450000,25-50 lac
Honda,,2019,1800,Local,Un-Registered,Automatic,,3960000,50-100 lac
Toyota,,2009,1800,Local,Lahore,Automatic,,2150000,25-50 lac
Toyota,,2006,4000,Imported,Islamabad,Automatic,,8000000,20-25 lac
Chevrolet,,2005,1600,Imported,Rawalpindi,Automatic,,1495000,50-100 lac
Honda,,2021,1800,Local,Islamabad,Automatic,,800000,10-15 lac
Suzuki,,2018,800,Local,Islamabad,Manual,,1050000,5-10 lac
Toyota,,2014,2500,Local,Lahore,Automatic,,4700000,10-15 lac
Toyota,,2015,1800,Imported,Un-Registered,Automatic,,4250000,25-50 lac
Honda,,2018,1300,Local,Islamabad,Automatic,,2400000,25-50 lac
Toyota,,2017,1500,Local,Un-Registered,Automatic,,3150000,20-25 lac
Toyota,,2014,1800,Imported,Lahore,Automatic,,3250000,25-50 lac
Honda,,1996,1600,Local,Lahore,Manual,,895000,25-50 lac
Toyota,,2012,1300,Local,Karachi,Manual,,1760000,5-10 lac
Suzuki,,2019,1000,Local,Hyderabad,Manual,,1850000,15-20 lac
Suzuki,,2005,100,Local,Islamabad,Automatic,,565000,15-20 lac
MG,,2021,1500,Imported,Un-Registered,Automatic,,6350000,5-10 lac
Toyota,,2016,1300,Local,Lahore,Manual,,2450000,50-100 lac
Suzuki,,2013,800,Local,Karachi,Manual,,700000,20-25 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3200000,5-10 lac
Suzuki,,1994,1000,Local,Lahore,Manual,,280000,25-50 lac
Suzuki,,2007,1000,Local,Gujrat,Manual,,715000,under 5 lac
Toyota,,2018,1300,Local,Islamabad,Automatic,,2940000,5-10 lac
Toyota,,2021,1300,Local,Un-Registered,Manual,,2750000,25-50 lac
Honda,,2018,1500,Imported,Karachi,Automatic,,3795000,25-50 lac
Toyota,,2015,1000,Imported,Lahore,Automatic,,2140000,25-50 lac
Toyota,,2008,1000,Imported,Islamabad,Automatic,,1480000,20-25 lac
Toyota,,2007,2400,Imported,Islamabad,Automatic,,3300000,10-15 lac
Toyota,,2002,3000,Imported,Islamabad,Automatic,,3050000,25-50 lac
Toyota,,1996,3000,Imported,Islamabad,Automatic,,2575000,25-50 lac
BMW,,2002,2800,Imported,Islamabad,Automatic,,1775000,25-50 lac
Toyota,,1997,3000,Imported,Islamabad,Automatic,,3175000,15-20 lac
Toyota,,2004,1300,Local,Islamabad,Manual,,1350000,25-50 lac
Toyota,,2016,4600,Imported,Un-Registered,Automatic,,35000000,10-15 lac
Toyota,,2015,1300,Local,Karachi,Manual,,2145000,FALSE
Suzuki,,2019,1000,Local,Lahore,Automatic,,2050000,20-25 lac
Toyota,,2012,1300,Local,Lahore,Manual,,1950000,20-25 lac
Toyota,,2015,1300,Local,Karachi,Automatic,,2480000,15-20 lac
Honda,,2021,1800,Local,Islamabad,Automatic,,560000,20-25 lac
Nissan,,2017,1200,Imported,Un-Registered,Automatic,,2765000,5-10 lac
Suzuki,,2008,1300,Local,Karachi,Manual,,1900000,25-50 lac
Audi,,2017,1400,Imported,Lahore,Automatic,,8500000,15-20 lac
Suzuki,,2008,1000,Local,Faisalabad,Manual,,850000,50-100 lac
Honda,,2016,1300,Local,Lahore,Manual,,2210000,5-10 lac
Suzuki,,2015,660,Imported,Un-Registered,Manual,,1620000,20-25 lac
Nissan,,2012,1500,Imported,Islamabad,Automatic,,2685000,15-20 lac
Toyota,,2018,1300,Local,Karachi,Automatic,,3050000,25-50 lac
Toyota,,2011,1300,Local,Lahore,Manual,,320000,25-50 lac
Daihatsu,,2004,800,Local,Lahore,Manual,,570000,under 5 lac
Toyota,,2010,1300,Local,Karachi,Manual,,1625000,5-10 lac
Honda,,2020,1300,Local,Lahore,Manual,,2695000,15-20 lac
Honda,,2017,1500,Imported,Karachi,Automatic,,4950000,25-50 lac
Toyota,,2015,1300,Local,Lahore,Manual,,2220000,25-50 lac
Honda,,2006,2400,Imported,Karachi,Automatic,,1485000,20-25 lac
Honda,,2009,1300,Local,Karachi,Manual,,1430000,10-15 lac
Toyota,,2004,1300,Local,Lahore,Manual,,1190000,10-15 lac
Toyota,,2021,2700,Local,Karachi,Automatic,,9300000,10-15 lac
Toyota,,2013,1800,Imported,Karachi,Automatic,,3025000,50-100 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3000000,25-50 lac
Suzuki,,2013,1300,Local,Lahore,Manual,,1315000,25-50 lac
Suzuki,,2015,660,Imported,Un-Registered,Automatic,,1560000,10-15 lac
Suzuki,,2015,660,Imported,Un-Registered,Automatic,,1850000,15-20 lac
Toyota,,2017,1800,Local,Karachi,Automatic,,3125000,15-20 lac
Suzuki,,2016,660,Imported,Un-Registered,Automatic,,1665000,25-50 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,4800000,15-20 lac
Honda,,2019,1800,Local,Islamabad,Automatic,,4225000,25-50 lac
Suzuki,,2021,1000,Local,Un-Registered,Manual,,356000,25-50 lac
Mitsubishi,,1996,1800,Imported,Karachi,Manual,,650000,under 5 lac
Daihatsu,,2010,660,Imported,Islamabad,Automatic,,1350000,5-10 lac
Honda,,2014,1800,Local,Karachi,Automatic,,2420000,10-15 lac
Suzuki,,2019,1000,Local,Lahore,Manual,,1590000,20-25 lac
Suzuki,,2018,800,Local,Islamabad,Manual,,1065000,15-20 lac
Suzuki,,2004,1300,Local,Lahore,Manual,,750000,10-15 lac
Changan,,2021,1000,Local,Un-Registered,Manual,,1875000,5-10 lac
Mercedes,,1993,3500,Imported,Karachi,Automatic,,2000000,15-20 lac
Honda,,2015,1800,Local,Islamabad,Automatic,,3050000,15-20 lac
Honda,,2014,1500,Imported,Karachi,Automatic,,3300000,25-50 lac
Toyota,,2011,1000,Imported,Karachi,Automatic,,1650000,25-50 lac
Toyota,,2018,4608,Imported,Un-Registered,Automatic,,45000000,15-20 lac
Suzuki,,2020,660,Local,Lahore,Automatic,,1595000,FALSE
Toyota,,2021,1600,Local,Lahore,Automatic,,1850000,15-20 lac
Honda,,2018,1800,Local,Lahore,Automatic,,2200000,15-20 lac
Toyota,,1997,3000,Imported,Lahore,Automatic,,3625000,20-25 lac
Honda,,2014,1500,Imported,Lahore,Automatic,,3400000,25-50 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2650000,25-50 lac
Toyota,,2018,1500,Imported,Un-Registered,Automatic,,3650000,25-50 lac
Toyota,,2018,2500,Imported,Un-Registered,Automatic,,25000000,25-50 lac
Toyota,,2012,1500,Imported,Lahore,Automatic,,2225000,FALSE
Toyota,,2013,1500,Imported,Islamabad,Automatic,,2325000,20-25 lac
Suzuki,,2015,800,Local,Lahore,Manual,,830000,20-25 lac
Hyundai,,2021,2000,Local,Un-Registered,Automatic,,6175000,5-10 lac
Honda,,2021,1800,Local,Un-Registered,Automatic,,796000,50-100 lac
Honda,,2015,1500,Imported,Un-Registered,Automatic,,4250000,5-10 lac
Toyota,,2016,1800,Imported,Islamabad,Automatic,,5400000,25-50 lac
Suzuki,,2018,800,Local,Lahore,Manual,,925000,50-100 lac
Suzuki,,2018,800,Local,Islamabad,Manual,,1070000,5-10 lac
Toyota,,2019,1500,Imported,Un-Registered,Automatic,,3975000,10-15 lac
Toyota,,2018,1300,Local,Karachi,Automatic,,2888000,25-50 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3695000,25-50 lac
Toyota,,2020,1800,Local,Islamabad,Automatic,,4325000,25-50 lac
Honda,,2015,1500,Imported,Un-Registered,Automatic,,4175000,25-50 lac
Honda,,2013,1800,Local,Karachi,Automatic,,2550000,25-50 lac
Honda,,2017,1800,Local,Islamabad,Automatic,,3750000,25-50 lac
Honda,,2012,1300,Local,Karachi,Manual,,1645000,25-50 lac
Toyota,,2007,3000,Imported,Karachi,Automatic,,3050000,15-20 lac
Honda,,2013,1300,Local,Lahore,Automatic,,2200000,25-50 lac
Honda,,2019,1800,Local,Islamabad,Automatic,,3975000,20-25 lac
Suzuki,,2014,800,Local,Lahore,Manual,,700000,25-50 lac
Toyota,,2015,1300,Local,Lahore,Manual,,2325000,5-10 lac
Honda,,2021,1300,Local,Un-Registered,Manual,,2700000,20-25 lac
Toyota,,2012,1300,Local,Lahore,Manual,,1645000,25-50 lac
Toyota,,2007,1300,Local,Karachi,Manual,,1200000,15-20 lac
Suzuki,,2017,660,Local,Un-Registered,Automatic,,1700000,10-15 lac
Honda,,2004,1600,Local,Islamabad,Automatic,,1350000,15-20 lac
Toyota,,2017,1300,Local,Lahore,Automatic,,2800000,10-15 lac
Suzuki,,2006,800,Local,Karachi,Manual,,390000,25-50 lac
Suzuki,,2017,660,Local,Karachi,Automatic,,1980000,under 5 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2650000,15-20 lac
Lexus,,2016,5700,Imported,Un-Registered,Automatic,,51000000,25-50 lac
Honda,,2016,1500,Imported,Un-Registered,Automatic,,4795000,FALSE
Toyota,,2015,1600,Local,Islamabad,Automatic,,2675000,25-50 lac
Toyota,,2019,1800,Local,Islamabad,Automatic,,4250000,25-50 lac
Toyota,,2007,2400,Imported,Lahore,Automatic,,2675000,25-50 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2500000,25-50 lac
Lexus,,2016,3500,Imported,Un-Registered,Automatic,,24500000,20-25 lac
Toyota,,2017,1300,Local,Karachi,Automatic,,2750000,FALSE
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2550000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2700000,25-50 lac
Toyota,,2001,3000,Imported,Karachi,Automatic,,3800000,25-50 lac
Suzuki,,2005,1000,Local,Karachi,Manual,,600000,25-50 lac
KIA,,2021,2000,Local,Un-Registered,Automatic,,5800000,5-10 lac
Toyota,,2010,1300,Local,Islamabad,Manual,,1650000,50-100 lac
Daihatsu,,2018,1000,Imported,Islamabad,Automatic,,2450000,15-20 lac
Toyota,,2016,4600,Imported,Un-Registered,Automatic,,36000000,20-25 lac
Honda,,2005,1500,Local,Lahore,Manual,,1135000,FALSE
Toyota,,2010,1000,Imported,Lahore,Automatic,,1525000,10-15 lac
Toyota,,2012,1300,Local,Karachi,Manual,,1700000,15-20 lac
Suzuki,,2019,660,Local,Lahore,Manual,,1420000,15-20 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3850000,10-15 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3675000,25-50 lac
Suzuki,,2005,1000,Local,Karachi,Manual,,700000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Manual,,2950000,5-10 lac
Suzuki,,2018,1000,Local,Lahore,Manual,,1700000,25-50 lac
Suzuki,,2018,800,Local,Lahore,Manual,,1000000,15-20 lac
Honda,,2006,1300,Local,Rawalpindi,Manual,,1270000,5-10 lac
Hyundai,,2007,1100,Local,Faisalabad,Manual,,740000,10-15 lac
Suzuki,,1994,1300,Local,Lahore,Manual,,850000,5-10 lac
Honda,,2014,1800,Local,Sialkot,Automatic,,2500000,5-10 lac
Toyota,,2016,1300,Local,Karachi,Manual,,1999000,20-25 lac
Toyota,,2016,4608,Imported,Un-Registered,Automatic,,36500000,15-20 lac
Mercedes,,2014,2000,Imported,Islamabad,Automatic,,11000000,FALSE
Mercedes,,2016,3500,Imported,Lahore,Automatic,,31500000,FALSE
Toyota,,2015,4600,Imported,Un-Registered,Automatic,,30500000,FALSE
Toyota,,2016,1300,Local,Multan,Manual,,2450000,FALSE
Toyota,,2021,1800,Local,Un-Registered,Automatic,,4470000,20-25 lac
Honda,,2010,1800,Local,Islamabad,Automatic,,2665000,25-50 lac
Suzuki,,2017,660,Imported,Un-Registered,Manual,,1950000,25-50 lac
Suzuki,,2013,1000,Local,Islamabad,Manual,,1110000,15-20 lac
Nissan,,2018,1200,Imported,Un-Registered,Automatic,,3100000,10-15 lac
Toyota,,2016,1000,Imported,Un-Registered,Automatic,,2175000,25-50 lac
Honda,,2016,1500,Local,Lahore,Automatic,,2450000,20-25 lac
Toyota,,2018,1500,Imported,Un-Registered,Automatic,,3225000,20-25 lac
Audi,,2017,1400,Imported,Karachi,Automatic,,8500000,25-50 lac
Toyota,,2016,1300,Local,Karachi,Automatic,,2315000,50-100 lac
Honda,,2015,1500,Imported,Karachi,Automatic,,3220000,20-25 lac
Honda,,2009,1300,Imported,Lahore,Automatic,,1899000,25-50 lac
Daihatsu,,2017,660,Imported,Un-Registered,Automatic,,1800000,15-20 lac
Honda,,2017,1500,Imported,Lahore,Automatic,,4650000,15-20 lac
Toyota,,2012,1500,Imported,Karachi,Automatic,,2350000,25-50 lac
Mercedes,,2002,3200,Imported,Lahore,Automatic,,4000000,20-25 lac
Suzuki,,2018,660,Local,Islamabad,Automatic,,1850000,25-50 lac
Toyota,,2017,1800,Local,Lahore,Automatic,,3725000,15-20 lac
Honda,,2019,1800,Local,Un-Registered,Automatic,,4100000,25-50 lac
Honda,,2021,1800,Local,Un-Registered,Automatic,,4480000,25-50 lac
Mercedes,,2010,1800,Imported,Islamabad,Automatic,,3850000,25-50 lac
Honda,,2016,1500,Local,Multan,Manual,,2150000,25-50 lac
Suzuki,,2002,1000,Local,Lahore,Manual,,500000,20-25 lac
Toyota,,2016,1300,Local,Lahore,Automatic,,2350000,under 5 lac
Nissan,,2014,660,Imported,Lahore,Automatic,,1500000,20-25 lac
Toyota,,2004,1300,Local,Islamabad,Automatic,,1650000,10-15 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2325000,15-20 lac
Honda,,2014,1500,Imported,Islamabad,Automatic,,2475000,20-25 lac
Suzuki,,2007,1000,Local,Rawalpindi,Manual,,670000,20-25 lac
Honda,,2014,1500,Imported,Un-Registered,Automatic,,3800000,5-10 lac
Mercedes,,2011,1800,Imported,Lahore,Automatic,,8500000,25-50 lac
Mercedes,,2012,1800,Imported,Lahore,Automatic,,7700000,50-100 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2850000,50-100 lac
